CODE_TIERS_EDI,CODE_ARTICLE,FAMILLE,SS_FAMILLE,LIBELLE,UNITE,NUM_CPT,
CHAMP_CERE,0000000000,000,000,CVO,EA,6340000,Taxes sur production
CHAMP_CERE,0000000220,000,000,INDEMNITÉS O,EA,7420000,Indemnités assurances
CHAMP_CERE,0000002720,000,000,COLZA H HYBR,NAR,6012000,Semences
CHAMP_CERE,0000003031,000,000,FETUQUE DES,EA,6012000,Semences
CHAMP_CERE,0000003032,000,000,RGA SUCRAL E,EA,6012000,Semences
CHAMP_CERE,0000003033,000,000,LUZERNE PRUN,EA,6012000,Semences
CHAMP_CERE,0000003034,000,000,TREFLE INCAR,EA,6012000,Semences
CHAMP_CERE,0000003035,000,000,VESCES PRINT,EA,6012000,Semences
CHAMP_CERE,0000003036,303,621,MEL PRAIRIE,EA,6012000,Semences
CHAMP_CERE,0000003037,303,721,MOUTARDE OR,EA,6012000,Semences
CHAMP_CERE,0000003039,303,921,MEL CHLOROFI,EA,6012000,Semences
CHAMP_CERE,0000005000,000,000,POULET POULE,TNE,6014000,Aliments
CHAMP_CERE,0000005051,000,000,PULPES BETTE,TNE,6014000,Aliments
CHAMP_CERE,0000005052,000,000,FEDAGNAUBE E,TNE,6014000,Aliments
CHAMP_CERE,0000005053,000,000,CAIRE 25% PO,EA,6014000,Aliments
CHAMP_CERE,0000005054,000,000,DESTRIER CLU,EA,6014000,Aliments
CHAMP_CERE,0000005055,000,000,POUSSIN CANE,EA,6014000,Aliments
CHAMP_CERE,0000005056,000,000,CROC FORME C,EA,6014000,Aliments
CHAMP_CERE,0000006000,600,000,SOLUTION AZO,TNE,6011000,Engrais et amendements
CHAMP_CERE,0000006060,000,000,TERREAU UNIV,NAR,6011000,Engrais et amendements
CHAMP_CERE,0000006063,000,000,PHYSALG 0-20,TNE,6011000,Engrais et amendements
CHAMP_CERE,0000006067,000,000,NOURIFERT TO,TNE,6011000,Engrais et amendements
CHAMP_CERE,0000006100,000,000,00-28-20 VRA,TNE,6011000,Engrais et amendements
CHAMP_CERE,0000006206,620,600,AMMONITRATE,TNE,6011000,Engrais et amendements
CHAMP_CERE,0000006300,630,025,SULFATE AMMO,TNE,6011000,Engrais et amendements
CHAMP_CERE,0000006999,000,000,VINASSE DE M,TNE,6011000,Engrais et amendements
CHAMP_CERE,0000007070,000,000,KARATE XPRES,EA,6013000,Produits de santé des végétaux
CHAMP_CERE,0000007071,000,000,BRENNUS PLUS,LTR,6013000,Produits de santé des végétaux
CHAMP_CERE,0000007072,707,273,BUGGY 360 PO,LTR,6013000,Produits de santé des végétaux
CHAMP_CERE,0000007073,000,000,BREF C EN 20,LTR,6013000,Produits de santé des végétaux
CHAMP_CERE,0000007074,000,000,MAGISEM TDS,NAR,6013000,Produits de santé des végétaux
CHAMP_CERE,0000007075,707,500,HUILE ACTIRO,LTR,6013000,Produits de santé des végétaux
CHAMP_CERE,0000007076,000,000,CELEST NET E,LTR,6013000,Produits de santé des végétaux
CHAMP_CERE,0000007077,000,000,FOLIAREL LIQ,LTR,6013000,Produits de santé des végétaux
CHAMP_CERE,0000007078,000,000,VEGENET EN 5,LTR,6013000,Produits de santé des végétaux
CHAMP_CERE,0000007100,000,000,PLASTOSTAND.,EA,6023000,Fournitures magasin atelier
CHAMP_CERE,0000007170,000,000,FILM ETIRABL,NAR,6027000,Autres fournitures consommables
CHAMP_CERE,0000007171,000,000,ROUL PLAST N,NAR,6027000,Autres fournitures consommables
CHAMP_CERE,0000007172,000,000,AIR BUSE (AX,NAR,6068000,Autres fournitures non stockables
CHAMP_CERE,0000007173,000,000,CUVETTE JAUN,NAR,6027000,Autres fournitures consommables
CHAMP_CERE,0000007270,000,000,TERRE DE BRU,NAR,6011000,Engrais et amendements
CHAMP_CERE,0000007800,000,000,BP SUPERCONF,EA,6021000,Achats de fuel stocké
CHAMP_CERE,0000007802,780,200,SACHE EVPP E,NAR,6017000,Achats emballages
CHAMP_CERE,0000007803,780,300,PALETTE COPA,NAR,6017000,Achats emballages
CHAMP_CERE,0000009900,000,000,TRANSPORT CO,TNE,6051000,Prestations de services vegetaux
CHAMP_CERE,0000009901,000,000,METEO PLEIN,EA,6017000,Achats emballages
CHAMP_CERE,02702785T,SCE,,SOJA AMPHOR R1,DOS,6012000,Semences
CHAMP_CERE,02703675T,SCE,,SOJA MERLIN R1,DOS,6012000,Semences
CHAMP_CERE,02703965T,SCE,,SOJA ES MENTOR R1,DOS,6012000,Semences
CHAMP_CERE,02704074T,SCE,,SOJA PROTEIX SB,DOS,6012000,Semences
CHAMP_CERE,02704075T,SCE,,SOJA PROTEIX R1,DOS,6012000,Semences
CHAMP_CERE,02704244T,SCE,,SOJA ES SENATOR SB,DOS,6012000,Semences
CHAMP_CERE,02704245T,SCE,,SOJA ES SENATOR R1,DOS,6012000,Semences
CHAMP_CERE,02704305T,SCE,,SOJA PETRINA R1,DOS,6012000,Semences
CHAMP_CERE,02704324T,SCE,,SOJA SIRELIA SB,DOS,6012000,Semences
CHAMP_CERE,02704325T,SCE,,SOJA SIRELIA R1,DOS,6012000,Semences
CHAMP_CERE,02704534T,SCE,,SOJA ES NAVIGATOR SB,DOS,6012000,Semences
CHAMP_CERE,02704665T,SCE,,SOJA HERTA PZO R1,DOS,6012000,Semences
CHAMP_CERE,02704665TB,SCE,,SOJA HERTA PZO R1 BIO,DOS,6012000,Semences
CHAMP_CERE,02704784T,SCE,,SOJA RGT STUMPA SB,DOS,6012000,Semences
CHAMP_CERE,02704785T,SCE,,SOJA RGT STUMPA R1,DOS,6012000,Semences
CHAMP_CERE,03404995T,SCE,,BLE DUR FABULIS R1,KK,6012000,Semences
CHAMP_CERE,03801925T,,,SEIGLE MARCELO R1,KK,6012000,Semences
CHAMP_CERE,03802715T,SCE,,SEIGLE D.RUBIN R1,KK,6012000,Semences
CHAMP_CERE,03803015T,SCE,,SEIGLE OVID R1,KK,6012000,Semences
CHAMP_CERE,03901205TB,SCE,,TRITICALE BIENVENU BIO R1,KK,6012000,Semences
CHAMP_CERE,03901815T,,,TRITICALE TRISKELL R1,NAR,6012000,Semences
CHAMP_CERE,03901925TB,SCE,,TRITICALE APRIM R1 BIO,TT,6012000,Semences
CHAMP_CERE,03902155T,SCE,,TRITICALE DUBLET R1,KK,6012000,Semences
CHAMP_CERE,03902155TB,SCE,,TRITICALE DUBLET R1 BIO,KK,6012000,Semences
CHAMP_CERE,03902165T,SCE,,TRITICALE CONSTANT R1,KK,6012000,Semences
CHAMP_CERE,03902165TB,SCE,,TRITICALE CONSTANT R1 BIO,KK,6012000,Semences
CHAMP_CERE,03902804T,SCE,,TRITICALE QUATREVENT SB,KK,6012000,Semences
CHAMP_CERE,03902805T,SCE,,TRITICALE QUATREVENT R1,DOS,6012000,Semences
CHAMP_CERE,03902855TB,SCE,,TRITICALE COSINUS R1 BIO,KK,6012000,Semences
CHAMP_CERE,03902925TB,SCE,,TRITICALE VUKA BIO R1,KK,6012000,Semences
CHAMP_CERE,03903155TB,SCE,,TRITICALE TULUS R1 BIO,KK,6012000,Semences
CHAMP_CERE,03903184T,SCE,,TRITICALE KAULOS SB,TT,6012000,Semences
CHAMP_CERE,03903185T,SCE,,TRITICALE KAULOS R1,DOS,6012000,Semences
CHAMP_CERE,03903274T,SCE,,TRITICALE EXAGON SB,KK,6012000,Semences
CHAMP_CERE,03903274TB,SCE,,TRITICALE EXAGON BIO SB,KK,6012000,Semences
CHAMP_CERE,03903275T,SCE,,TRITICALE EXAGON R1,DOS,6012000,Semences
CHAMP_CERE,03903275TB,SCE,,TRITICALE EXAGON BIO R1,KK,6012000,Semences
CHAMP_CERE,03903525T,SCE,,TRITICALE MASSIMO R1,KK,6012000,Semences
CHAMP_CERE,03903755TB,SCE,,TRITICALE BIKINI BIO R1,KK,6012000,Semences
CHAMP_CERE,03903915T,SCE,,TRITICALE RGT ELEAC R1,DOS,6012000,Semences
CHAMP_CERE,04000015TB,SCE,,SARRASIN HARPE R1 BIO,KK,6012000,Semences
CHAMP_CERE,04100075T,SCE,,EPEAUTRE ALKOR R1,KK,6012000,Semences
CHAMP_CERE,04100075TB,SCE,,EPEAUTRE ALKOR R1 BIO,KK,6012000,Semences
CHAMP_CERE,04100085TB,SCE,,EP OBERKULMER ROTKORN R1 BIO,KK,6012000,Semences
CHAMP_CERE,04100095TB,SCE,,EPEAUTRE ZOLLERNSPELZ R1 BIO,KK,6012000,Semences
CHAMP_CERE,05605773T,SCE,,RAY GR. ANGL. BLUMA M3,KK,6012000,Semences
CHAMP_CERE,05607514T,SCE,,RAY GR. ANGL. OZIA SB,KK,6012000,Semences
CHAMP_CERE,05608173T,SCE,,RAY GR. ANGL.INDRA M3,KK,6012000,Semences
CHAMP_CERE,05608203T,SCE,,RAY GR. ANGL. SORAYA M3,KK,6012000,Semences
CHAMP_CERE,05608204T,SCE,,RAY GR. ANGL. SORAYA SB,KK,6012000,Semences
CHAMP_CERE,06121744T,SCE,,LUZERNE VOLGA SB,KK,6012000,Semences
CHAMP_CERE,06201094T,SCE,,TREFLE INCARNAT CARMINA SB,KK,6012000,Semences
CHAMP_CERE,06201244T,SCE,,TREFLE INCARNAT CAMAURO SB,KK,6012000,Semences
CHAMP_CERE,06401223T,SCE,,TREFLE VIOLET MERVIOT M3,KK,6012000,Semences
CHAMP_CERE,06401224T,SCE,,TREFLE VIOLET MERVIOT SB,KK,6012000,Semences
CHAMP_CERE,06420304T,SCE,,TREFLE VIOLET ATLANTIS SB,KK,6012000,Semences
CHAMP_CERE,06420643T,SCE,,TREFLE VIOLET SANGRIA M3,KK,6012000,Semences
CHAMP_CERE,06420644T,SCE,,TREFLE VIOLET SANGRIA SB,KK,6012000,Semences
CHAMP_CERE,06420674T,SCE,,TREFLE VIOLET PASTOR SB,KK,6012000,Semences
CHAMP_CERE,07000113T,SCE,,FEVEROLE DIANA M3,KK,6012000,Semences
CHAMP_CERE,07000114T,SCE,,FEVEROLE DIANA SB,KK,6012000,Semences
CHAMP_CERE,07000115T,SCE,,FEVEROLE DIANA R1,KK,6012000,Semences
CHAMP_CERE,07000245T,SCE,,FEVEROLE HIVERNA R1,KK,6012000,Semences
CHAMP_CERE,07001215TB,SCE,,FEVEROLE MELODIE BIO R1,KK,6012000,Semences
CHAMP_CERE,07001265TB,SCE,,FEVEROLE IRENA R1 BIO,KK,6012000,Semences
CHAMP_CERE,07001275T,SCE,,FEVEROLE DIVA R1,KK,6012000,Semences
CHAMP_CERE,07001275TB,SCE,,FEVEROLE DIVA R1 BIO,KK,6012000,Semences
CHAMP_CERE,07001465T,SCE,,FEVEROLE LADY R1,KK,6012000,Semences
CHAMP_CERE,07001534T,SCE,,FEVEROLE ESPRESSO SB,KK,6012000,Semences
CHAMP_CERE,07001535T,SCE,,FEVEROLE ESPRESSO R1,DOS,6012000,Semences
CHAMP_CERE,07001925T,SCE,,FEVEROLE FUEGO R1,KK,6012000,Semences
CHAMP_CERE,07001965T,SCE,,FEVEROLE AXEL R1,KK,6012000,Semences
CHAMP_CERE,07001994T,SCE,,FEVEROLES FANFARE SB,KK,6012000,Semences
CHAMP_CERE,07001995T,SCE,,FEVEROLES FANFARE R1,DOS,6012000,Semences
CHAMP_CERE,07002014T,SCE,,FEVEROLE TIFFANY SB,DOS,6012000,Semences
CHAMP_CERE,07002015T,SCE,,FEVEROLE TIFFANY R1,DOS,6012000,Semences
CHAMP_CERE,07002015TB,SCE,,FEVEROLE TIFFANY BIO R1,KK,6012000,Semences
CHAMP_CERE,07002016TB,SCE,,FEVEROLE TIFFANY BIO R2,KK,6012000,Semences
CHAMP_CERE,07101064T,SCE,,POIS FOURRAG ARKTA SB,KK,6012000,Semences
CHAMP_CERE,07300394T,SCE,,VESCES BERNINOVA SB,KK,6012000,Semences
CHAMP_CERE,07300444T,SCE,,VESCES CATARINA SB,KK,6012000,Semences
CHAMP_CERE,07301104T,SCE,,VESCES JADE SB,KK,6012000,Semences
CHAMP_CERE,07301114T,SCE,,VESCES CARAVELLE SB,KK,6012000,Semences
CHAMP_CERE,07301294T,SCE,,VESCES CANDY SB,KK,6012000,Semences
CHAMP_CERE,07301324T,SCE,,VESCES NACRE SB,KK,6012000,Semences
CHAMP_CERE,07301344T,SCE,,VESCES RUBIS SB,KK,6012000,Semences
CHAMP_CERE,07301364T,SCE,,VESCES SPIDO SB,KK,6012000,Semences
CHAMP_CERE,1000000,000,000,ANALYSE D'AZOTE MINERAL AVEC I,NAR,6170000,Etudes et recherches
CHAMP_CERE,1000001,000,000,MENU N°2 (ANALYSE DE TERRE),NAR,6170000,Etudes et recherches
CHAMP_CERE,1000003,000,000,ANALYSE N TESTER,NAR,6170000,Etudes et recherches
CHAMP_CERE,1000004,000,000,ANALYSE POUVOIR FIXATEUR Phosp,NAR,6170000,Etudes et recherches
CHAMP_CERE,1000072,000,000,PRELEVEMENT ANALYSE TERRE HIVE,NAR,6170000,Etudes et recherches
CHAMP_CERE,1000095,000,000,REDEVANCE D'OCCUPATION TERRAIN,EA,6378000,Taxes diverses
CHAMP_CERE,1000151,000,000,AGIOS,EA,6617000,Intérêts crédit fournisseurs
CHAMP_CERE,1000281,000,000,LITIGE PHYTOS & SEMENCES HYBRI,EA,6013000,Produits de santé des végétaux
CHAMP_CERE,1000282,000,000,LITIGE ENGRAIS,EA,6011000,Engrais et amendements
CHAMP_CERE,1000283,000,000,LITIGE SEMENCES,EA,6012000,Semences
CHAMP_CERE,1000291,000,000,LITIGE ALIMENT /27T360 HUMIBOV,EA,6014000,Aliments
CHAMP_CERE,1000451,990,102,Reprise emballages phytosanita,LTR,6017000,Achats emballages
CHAMP_CERE,1000472,000,000,PLAN PREVISIONNEL FUMURE PKMG,NAR,6228000,Autres honoraires
CHAMP_CERE,1000511,000,000,ANALYSE EFFLUENTS ELEVAGE FUMI,NAR,6170000,Etudes et recherches
CHAMP_CERE,1000512,000,000,ANALYSE EFFLUENTS ELEVAGE LISI,NAR,6170000,Etudes et recherches
CHAMP_CERE,1000541,000,000,TRANSPORT,TNE,6051000,Prestations de services vegetaux
CHAMP_CERE,1000551,000,000,PLAN PREVISIONNEL FUMURE N,NAR,6228000,Autres honoraires
CHAMP_CERE,1000571,000,000,ANALYSES LABO,TNE,6170000,Etudes et recherches
CHAMP_CERE,1000591,000,000,CLUB VIVESCIAGROSOL,NAR,6281000,Cotisations
CHAMP_CERE,1000645,000,000,VIVESCIA CULTURES ABONNEMENT,NAR,6051000,Prestations de services vegetaux
CHAMP_CERE,1000661,000,000,VIVESCIA INFOS MARCHES,NAR,6051000,Prestations de services vegetaux
CHAMP_CERE,1000802,000,000,Indemnités Orge P TIPLE FILIER,EA,7420000,Indemnités assurances
CHAMP_CERE,1000861,000,000,LITIGE PRODUITS DIVERS,EA,6091000,"Rabais, remises & ristourn. obtenus"
CHAMP_CERE,1000911,990,102,FORMATION ATLAND VIVESCIA,NAR,6185000,"Frais de colloques, de séminaires"
CHAMP_CERE,1000944,000,000,FRAIS DE PARTICIPATION VOYAGE,EA,6228000,Autres honoraires
CHAMP_CERE,1001081,000,000,ANALYSE D'AZOTE MINERAL SANS I,NAR,6170000,Etudes et recherches
CHAMP_CERE,1001102,990,102,ABON.AN ATLAND GESTION PACK,NAR,6181000,Documentation
CHAMP_CERE,1001147,000,000,DIVERS,EA,6091000,"Rabais, remises & ristourn. obtenus"
CHAMP_CERE,1001221,000,000,PRESTATION DIVERSES SUR ENGRAI,EA,6051000,Prestations de services vegetaux
CHAMP_CERE,1001262,000,000,ECO DIAGNOSTIC,EA,6281000,Cotisations
CHAMP_CERE,1001281,000,000,ANALYSE FOURRAGE MAIS,NAR,6170000,Etudes et recherches
CHAMP_CERE,1001311,000,000,PRIME SERENITE A LA CARTE EN V,EA,6091000,"Rabais, remises & ristourn. obtenus"
CHAMP_CERE,1001312,000,000,PRIME SERENITE AZOTES VL EN VR,TNE,6091000,"Rabais, remises & ristourn. obtenus"
CHAMP_CERE,1001313,000,000,PRIME SERENITE GAMME VIANDE EN,TNE,6091000,"Rabais, remises & ristourn. obtenus"
CHAMP_CERE,1001314,000,000,PRIME SERENITE OVIN EN VRAC,TNE,6014000,Aliments
CHAMP_CERE,1001315,000,000,PRIME SERENITE PRODUCTION VL E,TNE,6091000,"Rabais, remises & ristourn. obtenus"
CHAMP_CERE,1001321,000,000,ACCOMPAGNEMENT INDIVIDUEL,NAR,6051000,Prestations de services vegetaux
CHAMP_CERE,1001411,000,000,FARMSTAR COLZA,HAR,6051000,Prestations de services vegetaux
CHAMP_CERE,1001412,000,000,FORMATION ATOUTS JEUNES,NAR,6185000,"Frais de colloques, de séminaires"
CHAMP_CERE,1001521,000,000,ABON.AN ATLAND AZOFERT EXPLOIT,NAR,6170000,Etudes et recherches
CHAMP_CERE,1001523,990,102,ABON.AN ATLAND GESTION PARCELL,NAR,6181000,Documentation
CHAMP_CERE,1001524,000,000,ABON.AN ATLAND MOD.MULTI EXPLO,NAR,6181000,Documentation
CHAMP_CERE,1001531,000,000,MENU N°1 (ANALYSE DE TERRE),NAR,6170000,Etudes et recherches
CHAMP_CERE,1001536,000,000,ANALYSE FOLIAIRES PRAIRIES,NAR,6170000,Etudes et recherches
CHAMP_CERE,1001537,000,000,ANALYSE FOURRAGE AUTRES COPAM,EA,6170000,Etudes et recherches
CHAMP_CERE,1001538,000,000,ANALYSE FOURRAGE HERBE COPAM,NAR,6170000,Etudes et recherches
CHAMP_CERE,1001540,000,000,ANALYSE GRANULOMETRIE,NAR,6170000,Etudes et recherches
CHAMP_CERE,1001541,000,000,ANALYSE METAUX LOURDS,NAR,6170000,Etudes et recherches
CHAMP_CERE,1001543,000,000,ANALYSE OLIGO-ELEMENTS,NAR,6170000,Etudes et recherches
CHAMP_CERE,1001545,000,000,ANALYSE PH,NAR,6170000,Etudes et recherches
CHAMP_CERE,1001547,000,000,ANALYSE PRODUIT ORGANIQUE SOLI,NAR,6170000,Etudes et recherches
CHAMP_CERE,1001549,000,000,AUDIT CERTIF .N2,NAR,6228000,Autres honoraires
CHAMP_CERE,1001557,000,000,AUDIT DE SURVEILLANCE CERTIF.,NAR,6228000,Autres honoraires
CHAMP_CERE,1001558,000,000,AUDIT DE SURVEILLANCE N2,NAR,6228000,Autres honoraires
CHAMP_CERE,1001560,000,000,AVIS SUR ETAT DE CUVE EL - C,EA,6170000,Etudes et recherches
CHAMP_CERE,1001561,000,000,DIAGNOSTIC PULVERISATION,NAR,6155000,Entretien matériels et outillages
CHAMP_CERE,1001576,000,000,FARMSTAR BLE,HAR,6051000,Prestations de services vegetaux
CHAMP_CERE,1001577,000,000,FARMSTAR OH,HAR,6051000,Prestations de services vegetaux
CHAMP_CERE,1001580,000,000,FORMATION ATLAND MAFERME,NAR,6185000,"Frais de colloques, de séminaires"
CHAMP_CERE,1001581,000,000,FORMATION GESTION RISQUE PRIX,NAR,6185000,"Frais de colloques, de séminaires"
CHAMP_CERE,1001582,000,000,FORMATION METHANISATION M1,NAR,6185000,"Frais de colloques, de séminaires"
CHAMP_CERE,1001583,000,000,FORMATION METHANISATION M2,NAR,6185000,"Frais de colloques, de séminaires"
CHAMP_CERE,1001590,990,102,IMPORTATION FICHIER AGRO EDI,NAR,6228000,Autres honoraires
CHAMP_CERE,1001591,000,000,METEO PLEIN CHAMP,NAR,6228000,Autres honoraires
CHAMP_CERE,1001592,000,000,PLAN PREVISIONNEL FUMURE COMPL,NAR,6228000,Autres honoraires
CHAMP_CERE,1001593,000,000,PRELEVEMENT ANALYSE TERRE,NAR,6170000,Etudes et recherches
CHAMP_CERE,1001594,000,000,PRELEVEMENT PAR QUAD RELIQUAT,NAR,6170000,Etudes et recherches
CHAMP_CERE,1001598,000,000,PRESTATION N SENSOR RAVIT. ADH,HAR,6170000,Etudes et recherches
CHAMP_CERE,1001599,000,000,PRESTATION N SENSOR RAVIT. CC,HAR,6170000,Etudes et recherches
CHAMP_CERE,1001600,000,000,REPOMPAGE SOLUTION AZOTEE,NAR,6051000,Prestations de services vegetaux
CHAMP_CERE,1001601,000,000,RESERV FORMATION GESTION RISQU,NAR,6228000,Autres honoraires
CHAMP_CERE,1001602,000,000,REUNION AGRONOMIQUE HIVER,NAR,6281000,Cotisations
CHAMP_CERE,1001605,000,000,SYNTHESE DES ESSAIS,NAR,6170000,Etudes et recherches
CHAMP_CERE,1001606,000,000,PREST.ADH.AMENAGEMENT EXPLOITA,NAR,6170000,Etudes et recherches
CHAMP_CERE,1001608,000,000,VISITE TSA & CONSEIL PERSONNEL,NAR,6170000,Etudes et recherches
CHAMP_CERE,1001609,000,000,VIVESCIA CULTURE FAX,NAR,6051000,Prestations de services vegetaux
CHAMP_CERE,1001612,000,000,Reprise emballages produits d',LTR,6017000,Achats emballages
CHAMP_CERE,1001631,000,000,EPANDAGE AMENDEMENT TEBBE de 1,TNE,6051000,Prestations de services vegetaux
CHAMP_CERE,1001632,000,000,EPANDAGE AMENDEMENT TEBBE de 2,TNE,6051000,Prestations de services vegetaux
CHAMP_CERE,1001633,000,000,EPANDAGE AMENDEMENT TEBBE de 2,TNE,6051000,Prestations de services vegetaux
CHAMP_CERE,1001634,000,000,EPANDAGE AMENDEMENT TEBBE de 3,TNE,6051000,Prestations de services vegetaux
CHAMP_CERE,1001635,000,000,EPANDAGE AMENDEMENT TEBBE de 4,TNE,6051000,Prestations de services vegetaux
CHAMP_CERE,1001642,000,000,EPANDAGE ENGRAIS-AMENDT PULVER,TNE,6051000,Prestations de services vegetaux
CHAMP_CERE,1001655,000,000,RACCORD ALU 50 VERROU FIL.M-F,EA,6155000,Entretien matériels et outillages
CHAMP_CERE,1001664,000,000,SORTIE DE CUVE PVC U 80 8T160,EA,6155000,Entretien matériels et outillages
CHAMP_CERE,1001672,000,000,VANNE PVC GF 354 TARAUDEE D.50,EA,6155000,Entretien matériels et outillages
CHAMP_CERE,1001674,000,000,VANNE PAPILLON DE 80,EA,6155000,Entretien matériels et outillages
CHAMP_CERE,1001682,000,000,PETITES FOURNITURES DIVERSES,EA,6068000,Autres fournitures non stockables
CHAMP_CERE,1001754,000,000,REPRISE P.P.N.U. SANS PICTO,KGM,6017000,Achats emballages
CHAMP_CERE,1001766,000,000,TRANSPORT COMPOST ETA,TNE,6051000,Prestations de services vegetaux
CHAMP_CERE,1001780,000,000,Régul Rem Activité PSV/SH juil,EA,6013000,Produits de santé des végétaux
CHAMP_CERE,1001781,000,000,ANALYSE FOURRAGE COPAM,NAR,6170000,Etudes et recherches
CHAMP_CERE,1001791,000,000,EPANDAGE AMENDEMENT TEBBE de 5,TNE,6051000,Prestations de services vegetaux
CHAMP_CERE,1001792,000,000,EPANDAGE AMENDEMENT TEBBE de 8,TNE,6051000,Prestations de services vegetaux
CHAMP_CERE,1001819,000,000,MODULATION FARMSTAR RAVIT. ADH,HAR,6228000,Autres honoraires
CHAMP_CERE,1001820,000,000,MODULATION FARMSTAR RAVIT. CC,HAR,6281000,Cotisations
CHAMP_CERE,1001826,000,000,REPRISE EMBAL/SUREMBAL SOUILLE,LTR,6017000,Achats emballages
CHAMP_CERE,1001861,000,000,HONORAIRES AMO,NAR,6228000,Autres honoraires
CHAMP_CERE,1001862,000,000,REMISE PACK JEUNE,EA,6091000,"Rabais, remises & ristourn. obtenus"
CHAMP_CERE,1001871,000,000,REMISE CCIALE LAIT'XPERTISE,TNE,6091000,"Rabais, remises & ristourn. obtenus"
CHAMP_CERE,1001872,000,000,RISTOURNE COMMERCIALE OVINS,EA,6091000,"Rabais, remises & ristourn. obtenus"
CHAMP_CERE,1001873,000,000,ATLAND PACK PREMIUM,NAR,6051000,Prestations de services vegetaux
CHAMP_CERE,1001931,000,000,PREST. FICHE PARCELLAIRE R2013,NAR,6228000,Autres honoraires
CHAMP_CERE,1001972,990,102,INTERETS COMPTE COURANT (RECTI,EA,6617000,Intérêts crédit fournisseurs
CHAMP_CERE,1002011,000,000,ATLAS MALADIES DU BLE,NAR,6181000,Documentation
CHAMP_CERE,1002052,000,000,INTERETS ADH. DEBITEURS (RECTI,EA,6617000,Intérêts crédit fournisseurs
CHAMP_CERE,1002081,000,000,GUIDE VIVESCIA 2013,NAR,6181000,Documentation
CHAMP_CERE,1002141,000,000,ANALYSE PRODUIT ORGANIQUE LIQU,NAR,6170000,Etudes et recherches
CHAMP_CERE,1002171,000,000,DIATERRE,NAR,6013000,Produits de santé des végétaux
CHAMP_CERE,1002211,000,000,INDEMNITE ASSURANCE,EA,7420000,Indemnités assurances
CHAMP_CERE,1002213,000,000,Remise couplée PSV/SH 12/13,EA,6013000,Produits de santé des végétaux
CHAMP_CERE,1002214,000,000,REMISE UTILISATION PSV ET SH -,EA,6013000,Produits de santé des végétaux
CHAMP_CERE,1002231,000,000,Remise couplée Aliments 12/13,EA,6014000,Aliments
CHAMP_CERE,1002232,000,000,Remise couplée F&Q 12/13,EA,6023000,Fournitures magasin atelier
CHAMP_CERE,1002233,000,000,Remise couplée Service 12/13,EA,6228000,Autres honoraires
CHAMP_CERE,1002234,000,000,Remise couplée Semence station,EA,6012000,Semences
CHAMP_CERE,1002235,000,000,Remise couplée Engrais 12/13,EA,6011000,Engrais et amendements
CHAMP_CERE,1002237,000,000,CLUB MARCHE EXPERT,EA,6228000,Autres honoraires
CHAMP_CERE,1002238,000,000,VIVESCIA CLUB STRATEGIE,NAR,6228000,Autres honoraires
CHAMP_CERE,1002271,000,000,PRISE EN CHARGE VISITE ENV,EA,6228000,Autres honoraires
CHAMP_CERE,1002293,000,000,DIAGNOSTIC ENVIRONNEMENT CORPS,EA,6281000,Cotisations
CHAMP_CERE,1002301,000,000,REMISE COMMERCIALE JA,NAR,6091000,"Rabais, remises & ristourn. obtenus"
CHAMP_CERE,1002311,000,000,APPLICATION ATLAND MOBILE,NAR,6051000,Prestations de services vegetaux
CHAMP_CERE,1002312,000,000,ABON.AN ATLAND GESTION PARCELL,NAR,6181000,Documentation
CHAMP_CERE,1002313,000,000,BILAN FINAL DIRECTIVE NITRATE,NAR,6013000,Produits de santé des végétaux
CHAMP_CERE,1002322,000,000,EPANDAGE SOLUBLE VEGETAL CONCE,EA,6051000,Prestations de services vegetaux
CHAMP_CERE,1002341,000,000,REPRISE D'HISTORIQUE,NAR,6051000,Prestations de services vegetaux
CHAMP_CERE,1002351,000,000,"EPANDAGE ENGRAIS GRANULE de 0,",HAR,6051000,Prestations de services vegetaux
CHAMP_CERE,1002361,000,000,Semence de Colza Hiver,EA,6012000,Semences
CHAMP_CERE,1002381,000,000,REMISE SERVICE EXPERTISE 12/13,EA,6091000,"Rabais, remises & ristourn. obtenus"
CHAMP_CERE,1002382,000,000,PRISE EN CHARGE CREATION DOSSI,EA,6228000,Autres honoraires
CHAMP_CERE,1002383,000,000,M.O. POUR ACC TECH TRAVAUX AME,EA,6051000,Prestations de services vegetaux
CHAMP_CERE,1002421,000,000,REMISE CONSERVATEURS ENSILAGE,EA,6014000,Aliments
CHAMP_CERE,1002444,000,000,SORTIE INTERPRET. SUPPL (RELIQ,NAR,6170000,Etudes et recherches
CHAMP_CERE,1002451,000,000,PARTICIPATION FORFAITAIRE REPA,NAR,6281000,Cotisations
CHAMP_CERE,1002462,000,000,PARTICIP.FORMATION 26/02/14H.C,NAR,6281000,Cotisations
CHAMP_CERE,1002501,000,000,PREST. FICHE PARCELLAIRE R2014,NAR,6228000,Autres honoraires
CHAMP_CERE,1002522,000,000,PART. VOYAGE CLUB VIVESCIAGROS,NAR,6251000,Voyages et déplacements
CHAMP_CERE,1002541,000,000,REMISE UTILISATION PSV ET SH -,EA,6013000,Produits de santé des végétaux
CHAMP_CERE,1002542,000,000,Complément Remise Activité PSV,EA,6013000,Produits de santé des végétaux
CHAMP_CERE,1002543,000,000,Remise couplée Engrais 13/14,EA,6011000,Engrais et amendements
