8850	HANDICAP	56	M	05/01/2012	N	05/01/2012	1735138701	ELIANE	4140353219	URIBRAYE	M	25/01/2012	
8849	GASCOGNE	39	F	17/12/2011	N	17/12/2011	1735138582	CHALOSSE	0311122436	TRIO	E	16/01/2012	
8847	GERSOISE	39	F	13/12/2011	N	13/12/2011	1735138492	BRIVE	4241233034	BOOSTER	E	09/01/2012	
8848	GABY	56	M	13/12/2011	N	13/12/2011	1735138606	DEBBIE	7616732514	DYORAULIN	B	17/06/2013	
8846	GIRONDE	39	F	11/12/2011	N	11/12/2011	1735138466	ALSACE	0311122436	TRIO	E	09/01/2012	
8845	GAZETTE	56	F	06/12/2011	N	06/12/2011	1735138525	BAVARDE	5006086386	USTENSIL	 	 	
8844	GERS	56	M	28/11/2011	N	28/11/2011	1735138609	DORDOGNE	5005997324	UPERISE	B	17/06/2013	
8843	GARGOUILLE	56	F	22/11/2011	N	22/11/2011	1735138555	CATHEDRALE	5005619812	TONIFIANT	 	 	
8842	GERFAUT	56	M	21/11/2011	N	21/11/2011	1735138567	COLOMBE	2238413628	VISUEL	B	17/06/2013	
8841	GALAXIE	56	F	16/11/2011	N	16/11/2011	1735138703	ETOILE	5345851286	ULOZON	 	 	
5446	 	39	F	11/11/2011	N	11/11/2011	1735138696	ELISA	4241233034	BOOSTER	M	11/11/2011	
8840	GENTLEMAN	39	M	05/11/2011	N	05/11/2011	1735138645	DIGNITE	4241233034	BOOSTER	E	28/11/2011	
8839	GLUCIDE	39	M	04/11/2011	N	04/11/2011	1735138700	EOSINE	4241233034	BOOSTER	E	28/11/2011	
8838	GARDOISE	56	F	31/10/2011	N	31/10/2011	1735138674	ENIMIE	5645961671	VITRIOL	 	 	
8837	GALATEE	56	F	28/10/2011	N	28/10/2011	1735138692	ELECTRA	2247241820	SAINTYORRE	E	09/09/2013	
8836	GLASNOST	39	F	27/10/2011	N	27/10/2011	1735138636	DATCHA	4241233034	BOOSTER	E	28/11/2011	
8835	GWENN	56	F	23/10/2011	N	23/10/2011	1735138693	EUGENIE	2247241820	SAINTYORRE	 	 	
8834	GRENADE	56	F	22/10/2011	N	22/10/2011	1735138561	CORDOUE	2246161461	AEL MAT	 	 	
8833	GIROFLEE	56	F	12/10/2011	N	12/10/2011	1735138580	CAULERPA	2238413628	VISUEL	 	 	
8832	GYPAETE	56	M	10/10/2011	N	10/10/2011	1735138682	ESTIVE	3531547282	VIVECO	B	15/04/2013	
8831	GOUFR	39	M	09/10/2011	N	09/10/2011	1735138630	DEBACLE	0311122436	TRIO	E	30/10/2011	
8830	GLAMOUR	39	F	06/10/2011	N	06/10/2011	1735138621	DALLAS	0311122436	TRIO	E	30/10/2011	
8828	GETIGNE	56	M	28/09/2011	N	28/09/2011	1735138368	VIBRAYE	2246161461	AEL MAT	B	17/06/2013	
8829	GLOBULE	56	M	28/09/2011	N	28/09/2011	1735138686	ENDOCRINE	5345851286	ULOZON	B	21/08/2013	
8825	GUYANNE	56	F	25/09/2011	N	25/09/2011	1735138690	ESTANCIA	7616732271	UCANY	 	 	
8826	GOULUE	39	F	25/09/2011	N	25/09/2011	1735138615	DIVA	4241233034	BOOSTER	E	17/10/2011	
8827	GABARIER	39	M	25/09/2011	N	25/09/2011	1735138440	ANGEVINE	4241233034	BOOSTER	E	24/10/2011	
8824	GLORIEUSE	39	F	24/09/2011	N	24/09/2011	1735138666	EPOPEE	0311122436	TRIO	E	17/10/2011	
8823	GOLIATH	56	M	20/09/2011	N	20/09/2011	1735138676	EVE	3531547282	VIVECO	B	15/04/2013	
8822	GUI	39	M	19/09/2011	N	19/09/2011	1735138509	BERGAMOTE	0311122436	TRIO	E	10/10/2011	
8821	GALICE	56	F	17/09/2011	N	17/09/2011	1735138508	BULGARIE	5005997324	UPERISE	 	 	
4947	 	56	M	14/09/2011	N	14/09/2011	1735138388	VIOLENTE	5351389639	VIVRELEC	M	14/09/2011	
8820	GAULOISE	56	F	11/09/2011	N	11/09/2011	1735138664	EUROPE	3531547282	VIVECO	 	 	
8819	GYMNOTE	56	F	10/09/2011	N	10/09/2011	1735138605	DAURADE	3536413533	DDAY	 	 	
8818	GETTYSBURG	39	M	08/09/2011	N	08/09/2011	1735138406	VIRGINIE	0311122436	TRIO	E	26/09/2011	
8817	GUCCI	56	M	07/09/2011	N	07/09/2011	1735138670	EMILIE	4140353219	URIBRAYE	B	17/06/2013	
8816	GUISANE	56	F	02/09/2011	N	02/09/2011	1735138619	DURANCE	2238413628	VISUEL	E	16/09/2013	
8814	GOELAND	39	M	30/08/2011	N	30/08/2011	1735138548	COCCINELLE	0311122436	TRIO	E	19/09/2011	
8815	GARONNE	56	F	30/08/2011	N	30/08/2011	1735138316	USSEL	5361994669	UNNOEL	 	 	
8813	GUANINE	39	F	24/08/2011	N	24/08/2011	1735138536	CYSTEINE	4241233034	BOOSTER	E	12/09/2011	
8812	GORBI	39	M	22/08/2011	N	22/08/2011	1735138662	DOUMA	0311122436	TRIO	E	12/09/2011	
8809	GILBERTO	56	M	19/08/2011	N	19/08/2011	1735138534	BRASILIA	5645961671	VITRIOL	B	15/04/2013	
8810	GOYAVE	56	F	19/08/2011	N	19/08/2011	1735138534	BRASILIA	5645961671	VITRIOL	E	12/09/2011	
8811	GELA	56	F	19/08/2011	N	19/08/2011	1735138669	EPHESE	5351389639	VIVRELEC	 	 	
8808	GRIVE	56	F	05/08/2011	N	05/08/2011	1735138584	CHOUETTE	2238413628	VISUEL	 	 	
8806	GOA	56	F	01/08/2011	N	01/08/2011	1735138451	ASIE	6110777167	TELERAMA	E	29/08/2011	
8807	GUANDONG	56	M	01/08/2011	N	01/08/2011	1735138451	ASIE	6110777167	TELERAMA	B	15/04/2013	
8805	GLYCINE	39	F	30/07/2011	N	30/07/2011	1735138593	COLCHIQUE	4241233034	BOOSTER	E	29/08/2011	
8804	GRECE	56	F	14/05/2011	N	14/05/2011	1735138415	ATHENES	5005730394	ULEREY	 	 	
8803	GREG	56	M	02/05/2011	N	02/05/2011	1735138572	CORALIE	2951401444	UVRAY	B	05/11/2012	
8801	GROZNYI	56	F	01/05/2011	N	01/05/2011	1735138358	VOLGA	5005997324	UPERISE	 	 	
8802	GODELUREAU	39	M	01/05/2011	N	01/05/2011	1735138586	COURTISANE	0311122436	TRIO	B	05/11/2012	
8800	GIGOLO	39	M	23/03/2011	N	23/03/2011	1735138587	CLAQUETTE	0311122436	TRIO	B	10/09/2012	
8799	GARONNE	56	F	14/03/2011	N	14/03/2011	1735138660	DOGNE	2951401444	UVRAY	M	28/03/2011	
8798	GRISONS	56	M	12/03/2011	N	12/03/2011	1735138601	DOLOMITE	5358657547	TANIS	B	10/09/2012	
8797	GLIERE	56	F	09/03/2011	N	09/03/2011	 	 	 	 	 	 	
