libéllé du produit dans le fichier,Code variants dans la nomenclature ouverte des types de variants(http://open-nomenclature.org/nomenclatures/product_nature_variants)
UNITE,unity
MDOSE,thousand
PAIRE,unity
KG,kilogram
T,ton
QL,quintal
L,liter
