libéllé du produit dans le fichier,Code variants dans la nomenclature ouverte des types de variants(http://open-nomenclature.org/nomenclatures/product_nature_variants)
LISA,small_equipment
SEMENCES,seed
AGROEQUIPEMENTS,small_equipment
ALIMENTS,25kg_bag_animal_food
ENGRAIS,bulk_ammonitrate_33
SERVICES,drying_making_service
PHYTOS,fungicide
